Brand,Product_Name,Duplicate_Count
the happy snack company,The Happy Snack Company Kids Fav-va Beans Lightly Salted,2
the happy snack company,The Happy Snack Company Kids Fav-va Beans Pizza,2
tasmanian heritage,Tasmanian Heritage Camembert Cheese Snack,2
tasmanian heritage,Tasmanian Heritage Double Brie Cheese,2
tasmanian heritage,Tasmanian Heritage Double Brie Cheese Snack,2
tasmanian heritage,Tasmanian Heritage Mild Blue Cheese,2
tasmanian heritage,Tasmanian Heritage Triple Cream Oval Cheese,2
tasmanian pate,Tasmanian Pate Smoked Salmon & Cracked Pepper Pate,2
tassal,Tassal Smoked Salmon,2
tasti,Tasti Nut Bar Choc Peanut,2
tasti,Tasti Nut Bar Peanut Butter,2
tasti,Tasti Nut Bar Salted Caramel,2
tasti,Tasti Protein + Probiotics Mango & C Coconut,2
tasti,Tasti Protein + Probiotics Manuka Honey & Almond,2
tasti,Tasti Protein Bar Nutty Choc,2
tasti,Tasti Protein Bar Salted Caramel,2
tasti,Tasti Smooshed Wholefood Balls Berry Cashew & Cacao,2
tasti,Tasti Smooshed Wholefood Balls Cacao Brownie,2
NULL,Tasty Beef And Thai Salad Bundle,2
taylors of harrogate,Taylors Of Harrogate Yorkshire Extra Strong Tea Bags,2
taylors of harrogate,Taylors Of Harrogate Yorkshire Tea Bags,2
tefal,Tefal Cook Right Frypan Black,2
temptations,Temptations Cat Treats Seafood Medley,2
temptations,Temptations Cat Treats Tasty Chicken,2
tetley,Tetley Decaffeinated Green Tea Bags,2
tetley,Tetley Decaffeinated Tea Bags,2
tetley,Tetley Extra Strong Tea Bags,2
tetley,Tetley Green Tea Bags,2
symington's,Symington's Instant Dandelion Tea No Caffeine,2
symphony,Symphony Facial Tissues White 228ss,2
syndian,Syndian Cheezy Kale Cashew Sausages,2
syndian,Syndian Smokey Chipotle Sausages,2
t2,T2 English Breakfast Black Tea Bags,2
t2,T2 French Earl Grey Tea Bags,2
t2,T2 Just Peppermint Herbal Tisane Bags,2
t2,T2 Melbourne Breakfast Black Tea Bags,2
t2,T2 Packs A Peach Tea Bags,2
tabasco,Tabasco Chilli Sauce Red Pepper,2
table of plenty,Table Of Plenty Milk Chocolate Snack Pack,2
table of plenty,Table Of Plenty Mini Rice Cakes Dark Chocolate,2
tamar valley,Tamar Valley Kids Blueberry Yoghurt Pouch,2
tamar valley,Tamar Valley Kids Yoghurt Pouch Strawberry,2
tamar valley,Tamar Valley Kids Yoghurt Pouch Tropical,2
tamar valley,Tamar Valley Kids Yoghurt Pouch Vanilla,2
tandaco,Tandaco Dry Yeast,2
tasmanian heritage,Tasmanian Heritage Blue Cheese Snack,2
sunrice,Sunrice Heat & Serve Rice & Quinoa,2
sunrice,Sunrice Rice Cakes Original Rice Cakes,2
sunrice,Sunrice Rice Cakes Sea Salt & Balsamic Vinegar,2
sunrice,Sunrice Rice Cakes Thin Sour Cream & Chives,2
sunrice,Sunrice Rice Cakes Thin Sundried Tomato & Basil,2
sunrice,Sunrice Rice Snacks Mini Bites Cheese,2
sunrice,Sunrice Rice Snacks Mini Bites Chicken,2
sunrice,Sunrice Rice Snacks Mini Bites Original,2
sunrice,Sunrice Rice Snacks Salt & Vinegar Mini Bites,2
sunrice,Sunrice Thick Rice Cakes,2
sunbeam,Sunbeam Sultanas & Apple,2
sunbeam,Sunbeam Sultanas & Apricot,2
sunbeam,Sunbeam Sultanas & Cranberry,2
sunbeam,Sunbeam Yoghurt Coated Sultanas,2
sunbites,Sunbites Grain Waves Snacks Multipack Sour Cream & Chives Share Pack,2
sunkist,Sunkist Bottle,2
sunkist,Sunkist Orange Cans,2
solo,Solo Lemon Cans,2
solo,Solo Zero Sugar,2
somerdale,Somerdale Truffelino Cheddar,2
sorbent,Sorbent Facial Tissues 4ply Pocket Pack,2
sorbent,Sorbent Facial Tissues Thick & Large White,2
sorbent,Sorbent Frangipani Fragrance Collection Facial Tissue,2
sorbent,Sorbent Kids Bubblegum Fragrance Facial Tissue,2
sorbent,Sorbent Toilet Tissue White,2
NULL,Sour Mash Cocktail Bundle,2
sour patch,Sour Patch Kids Lollies,2
south cape,South Cape Aged Parmesan Cheese,2
south cape,South Cape Apricot & Almond Cream Cheese,2
south cape,South Cape Brie,2
south cape,South Cape Camembert Cheese,2
south cape,South Cape Camembert Mini Cheese Wheel,2
south cape,South Cape Cheese Gouda,2
south cape,South Cape Club Cheddar Vintage Cheese,2
south cape,South Cape Cracked Pepper Cream Cheese,2
south cape,South Cape Crumbled Fetta,2
south cape,South Cape Danish Style Fetta,2
south cape,South Cape Edam Cheese,2
south cape,South Cape Entertaining Platter 4 Cheese Selections,2
south cape,South Cape Greek Style Fetta,2
south cape,South Cape Havarti Cheese,2
south cape,South Cape Havarti Cheese Snack,2
south cape,South Cape Herb & Garlic Cream Cheese,2
south cape,South Cape Marinated Fetta,2
south cape,South Cape Mini Brie Cheese Wheel,2
south cape,South Cape Onion & Chives Cream Cheese,2
south cape,South Cape Reduced Fat Greek Style Fetta,2
south cape,South Cape Reduced Fat Tasmanian Fetta,2
NULL,South Cape Selection,2
south cape,South Cape Smoked Applebox Club Cheddar Vintage Cheese,2
south cape,South Cape Sweet Chilli Cream Cheese,2
south cape,South Cape Trilogy Herb Sundried Vintage Cheddar Cheese,2
south cape,South Cape Trilogy Onion Chives & Smoked Cheddar Cheese,2
south cape,South Cape White Wine Matched Selection,2
spc,Spc Apple Puree,2
spc,Spc Apple Strawberry Puree,2
spc,Spc Baked Beans Tomato Sauce,2
spc,Spc Diced Apricots In Juice,2
spc,Spc Diced Fruit Salad In Juice,2
spc,Spc Diced Peaches In Juice,2
spc,Spc Diced Pears In Juice,2
spc,Spc Mango In Juice,2
spc,Spc Spaghetti Rich Tomato,2
spc,Spc Spaghetti Rich Tomato Sauce,2
spc,Spc Tropics Pineapple Pieces In Juice,2
spc,Spc Tropics Pineapple Slices In Juice,2
spirax,Spirax Notebook A4 Assorted Colours,2
sprite,Sprite Lemonade Bottle,2
sprite,Sprite No Sugar Bottle,2
starbucks by nespresso,Starbucks By Nespresso Blonde Espresso Roast Coffee Pods,2
starbucks by nespresso,Starbucks By Nespresso Decaf Espresso Roast Coffee Pods,2
sirena,Sirena Tuna In Springwater,2
sistema,Sistema Bento Box To Go,2
sistema,Sistema Bottle Gripper To Go,2
sistema,Sistema Coolers Maxi Fold Up Lunch,2
sistema,Sistema Drink Bottle Stainless Steel,2
sanitarium,Sanitarium Weet-bix Blends Multi-grain+ Breakfast Cereal,2
starbucks by nespresso,Starbucks By Nespresso House Blend Coffee Pods,2
starbucks by nespresso,Starbucks By Nespresso Pike Place Roast Lungo Coffee Pods,2
starbucks by nespresso,Starbucks By Nespresso Single Origin Colombia Coffee Pods,2
starbucks by nespresso,Starbucks By Nespresso Single Origin Sumatra Coffee Pods,2
starbucks,Starbucks Caffe Verona Coffee Pods,2
strength meals co,Strength Meals Co Braised Beef Ragu,2
strepsils,Strepsils Double Antibacterial Soothing Sore Throat Lozenges Orange,2
strepsils,Strepsils Extra Honey And Lemon Sore Throat Fast Numb Lozenges,2
strepsils,Strepsils Plus Anaesthetic Sore Throat Numbing Pain Relief Lozenges,2
sudocrem,Sudocrem Tube,2
sun valley,Sun Valley True Fruit Bars 100% Tropical Fruit Nas,2
sunbeam,Sunbeam Mini Sultanas,2
sunbeam,Sunbeam Mixed Fruit,2
sunbeam,Sunbeam Raisins,2
sistema,Sistema Laundry Stack & Nest Basket,2
sistema,Sistema Lunch Cube Max To Go,2
sistema,Sistema Plasticware Drink Bottle 460ml,2
sistema,Sistema Plasticware Noodle Bowl To Go,2
sistema,Sistema Plasticware Salad To Go,2
sistema,Sistema Plasticware Sandwich Box To Go,2
sistema,Sistema Plasticware Snack Attack To Go 410ml,2
sistema,Sistema Plasticware Snack To Go,2
sistema,Sistema Slimline Plasticware Quaddie Lunch Box,2
sistema,Sistema Tritan Active Water Bottle,2
smash,Smash Large Freeze Bricks,2
smith's,Smith's Crinkle Cut Chips Multipack Variety,2
smith's,Smith's Crinkle Cut Potato Chips Cheese & Onion,2
smith's,Smith's Crinkle Cut Potato Chips Chicken,2
smith's,Smith's Crinkle Cut Potato Chips Multipack Original,2
smith's,"Smith's Crinkle Cut Potato Chips Multipack Salt, Vinegar",2
smith's,Smith's Crinkle Cut Potato Chips Original,2
smitten,Smitten Cat Litter Crystals,2
smitten,Smitten Recycled Paper Cat Litter,2
snowdonia,Snowdonia Black Bomber Cheddar,2
v energy,V Energy Drink Raspberry Lemonade,2
v energy,V Energy Energy Drink,2
v8,V8 Fruit & Vegetable Breakfast Juice,2
v8,V8 Fruit & Veggie Juice Tropical Fusion,2
vaalia,Vaalia Blueberry Yoghurt,2
twinings,Twinings Extra Strong English Breakfast,2
swiss,Swiss Gruyere Wheel,2
twinings,Twinings English Breakfast Loose Leaf Tea,2
twinings,Twinings Green Tea & Jasmine,2
twinings,Twinings Green Tea & Lemon Bags,2
twinings,Twinings Green Tea & Mint Tea Bags,2
vegemite,Vegemite Squeezy,2
vevelle,Vevelle Toilet Tissue 3ply 190 Sheet,2
via minardi,Via Minardi Margherita Pizza,2
vicks,Vicks Chest Rub Vaporub,2
vitapet,Vitapet Fish Food Goldfish Flake Plus,2
vitasoy,Vitasoy Almond & Protein Unsweetened Milk,2
vitasoy,Vitasoy Almond Milk Unsweetened,2
vitasoy,Vitasoy Calci Plus Soy Milk,2
vitasoy,Vitasoy Oat Milk,2
vitasoy,Vitasoy Original Soy Milk,2
vitasoy,Vitasoy Prebiotic Almond Milk,2
vitasoy,Vitasoy Prebiotic Oat Milk,2
vitasoy,Vitasoy Prebiotic Soy Milk,2
vitasoy,Vitasoy Protein Plus Unsweetened Soy Milk,2
vitasoy,Vitasoy Rice Milk,2
vitasoy,Vitasoy Soy & Protein Unsweetened Milk,2
vitasoy,Vitasoy Soy Milky Lite,2
vitasoy,Vitasoy Soy Milky Regular,2
vittoria,Vittoria Black Valley Nespresso Compatible Coffee Capsules,2
vittoria,Vittoria Coffee Beans Special Italian Blend,2
vittoria,Vittoria Coffee Christmas Hamper,2
vittoria,Vittoria Colombia Nespresso Compatible Coffee Capsules,2
vittoria,Vittoria Decaffeinated Ground Coffee Espresso,2
vittoria,Vittoria Decaffeinated Nespresso Compatible Coffee Capsules,2
vittoria,Vittoria Espresso Beans,2
vittoria,Vittoria Espresso Coffee Beans,2
twinings,Twinings Raspberry Strawberry & Loganberry Tea Bags,2
twinings,Twinings Russian Caravan Loose Leaf Tea,2
twinings,Twinings Russian Caravan Tea Bags,2
twinings,Twinings Spiced Apple Infused Camomile Tea Bags,2
twinings,Twinings Strawberry Raspberry & Loganberry Fruit Infusions,2
twinings,Twinings Tea Bags Lemon & Ginger,2
twinings,Twinings Vanilla Chai Tea,2
twisties,Twisties Cheese Snacks Multipack,2
NULL,Tylenol Paracetamol 500mg,2
udder delights,Udder Delights Triple Cream Brie,2
uncle tobys,Uncle Tobys Cereal Plus Antioxidant,2
uncle tobys,Uncle Tobys Cereal Plus Fibre,2
uncle tobys,Uncle Tobys Cereal Plus Iron,2
uncle tobys,Uncle Tobys Cereal Plus Protein,2
uncle tobys,Uncle Tobys Cereal Vita Brits,2
NULL,Uncle Tobys Chewy Muesli Bars 4 Set Variety Bundle,2
uncle tobys,Uncle Tobys Choc Faves Muesli Bars,2
uncle tobys,Uncle Tobys Lemon & Yoghurt Drizzle Muesli Bars,2
uncle tobys,Uncle Tobys Muesli Bar Yoghurt Varieties,2
uncle tobys,Uncle Tobys Muesli Bars Chewy Choc Chip,2
uncle tobys,Uncle Tobys Muesli Bars Chewy Forest Fruits,2
uncle tobys,Uncle Tobys Muesli Bars Chewy White Choc Chip,2
uncle tobys,Uncle Tobys Muesli Bars Choc Chip,2
uncle tobys,Uncle Tobys Muesli Bars Lunch Box Favourites,2
uncle tobys,Uncle Tobys Muesli Bars Variety Pack,2
uncle tobys,Uncle Tobys Muesli Bars Yoghurt & Strawberry,2
uncle tobys,Uncle Tobys Oat Slice Apple & Cinnamon,2
uncle tobys,Uncle Tobys Oat Slice Choc Chip,2
uncle tobys,Uncle Tobys Oat Slice Peanut Butter,2
uncle tobys,Uncle Tobys Oats Quick Porridge,2
uncle tobys,Uncle Tobys Oats Traditional Porridge,2
uncle tobys,Uncle Tobys Roll Ups Lemonade Flavour,2
uncle tobys,Uncle Tobys Rolled Oats Quick Sachets Creamy Honey,2
uncle tobys,Uncle Tobys Rolled Oats Quick Sachets Creamy Vanilla,2
uncle tobys,Uncle Tobys Roll-ups Rainbow Berry,2
uncle tobys,Uncle Tobys Roll-ups Rainbow Fruit Salad,2
uncle tobys,Uncle Tobys Roll-ups Strawberry Fun Prints,2
uncle tobys,Uncle Tobys Yoghurt Muesli Bars Strawberry,2
unicorn,Unicorn Camembert Cheese,2
unicorn,Unicorn Cheese Dip Cheddar With Pickled Onion,2
unicorn,Unicorn Cheese Dip Double Brie With Black Truffle,2
unicorn,Unicorn Classic Chilli Brie,2
unicorn,Unicorn Double Brie Cheese,2
unicorn,Unicorn Triple Cream Brie Cheese,2
v energy,V Energy Blue Sugar Free,2
thins,Thins Multipack Classic Original Chips,2
thins,Thins Top 20 Variety Multipack Chips 20 Pack,2
thomas & friends,Thomas & Friends Metal Engine Assorted,2
thomas dux,Thomas Dux Aged Cheddar 18 Months,2
thomas dux,Thomas Dux Aged Cheddar 24 Months,2
thomas dux,Thomas Dux Ash Brie,2
thomas dux,Thomas Dux Blue Stilton,2
thomas dux,Thomas Dux Danish Blue Cheese,2
thomas dux,Thomas Dux Double Cream Camembert,2
thomas dux,Thomas Dux Dutch Smoked Cheese,2
thomas dux,Thomas Dux English Red Leicester,2
thomas dux,Thomas Dux English Vintage Cheddar,2
thomas dux,Thomas Dux Gorgonzola Dolce Block,2
thomas dux,Thomas Dux Marinated Goats Cheese,2
thomas dux,Thomas Dux Persian Fetta Cheese,2
thomas dux,Thomas Dux Spanish Manchego Cheese,2
thomas dux,Thomas Dux Triple Cream Brie,2
three threes,Three Threes Gherkins Sweet Spiced,2
three threes,Three Threes Olives Stuffed,2
three threes,Three Threes Pickles Mustard,2
thursday plantation,Thursday Plantation Oil Tea Tree,2
tic tac,Tic Tac Orange,2
tic tac,Tic Tac Peppermint,2
tip top,Tip Top Sandwich Thins Lightly Seeded,2
tip top,Tip Top Sandwich Thins Wholemeal,2
tip top,Tip Top Sunblest White Sandwich Bread,2
tip top,Tip Top The One Sandwich Bread White,2
tip top,Tip Top The One Sandwich Bread Wholemeal,2
tip top,Tip Top The One Toast Bread White,2
toblerone,Toblerone Milk Chocolate Bar,2
tom & luke,Tom & Luke Peanut Butter & Cacao,2
tom & luke,Tom & Luke Salted Caramel,2
NULL,Tomato Roma Red,2
toscano,Toscano Macarons,2
toshiba,Toshiba Usb 2.0 Sm02 16gb,2
tresemme,Tresemme Conditioner Keratin Smooth,2
tresemme,Tresemme Hair Spray Extra Hold Salon Finish,2
tresemme,Tresemme Shampoo Repair & Protect,2
trident,Trident Chilli Sauce Sweet Chilli,2
twinings,Twinings Asha Blissful Green,2
twinings,Twinings Asha Sleep Time,2
twinings,Twinings Asha Turmeric Temple Herbal Infusions,2
twinings,Twinings Asha Vanilla Retreat Herbal Infusions,2
twinings,Twinings Assam Bold,2
twinings,Twinings Assam Bold Tea,2
twinings,Twinings Green Tea With Lemon Tea Bags,2
twinings,Twinings Infuse Blueberry Apple & Blackcurrant,2
twinings,Twinings Infuse Lemon Orange & Ginger,2
twinings,Twinings Infuse Passionfruit Mango & Orange,2
twinings,Twinings Infuse Rose Lemonade,2
twinings,Twinings Infuse Starter Pack 1 Bottle + 3 Infusers,2
twinings,Twinings Infuse Watermelon Strawberry & Mint,2
twinings,Twinings Irish Breakfast Tea Bags,2
twinings,Twinings Lady Grey Tea Bags,2
twinings,Twinings Lemon & Ginger Tea Bags,2
twinings,Twinings Lemon Twist Tea Bags,2
twinings,Twinings Mango & Strawberry Fruit Infusions,2
twinings,Twinings Morning Tea,2
twinings,Twinings Orange & Cinnamon Tea,2
twinings,Twinings Pure African Rooibos Herbal Infusions,2
twinings,Twinings Pure Camomile Tea Bags,2
twinings,Twinings Blackcurrant & Blueberry Fruit Infusions,2
twinings,Twinings Camomile & Spearmint Tea Bags,2
twinings,Twinings Camomile Honey & Vanilla Hebal Infusions,2
twinings,Twinings Camomile Honey & Vanilla Tea Bags,2
twinings,Twinings Camomile Tea Bags,2
twinings,Twinings Ceylon Orange Pekoe Tea Bags,2
twinings,Twinings Chai Vanilla Flavoures Tea Bags,2
twinings,Twinings Cranberry & Pomegranate Fruit Infusions,2
twinings,Twinings Cranberry Pomegranate Tea Bags,2
twinings,Twinings Darjeeling Tea Bags,2
twinings,Twinings Decaffeinated English Breakfast Tea,2
twinings,Twinings Earl Grey Loose Leaf Tea,2
the happy snack company,The Happy Snack Company Roasted Fav-va Beans Balsamic Vinegar,2
the happy snack company,The Happy Snack Company Roasted Fav-va Beans Red Pepper & Chilli,2
the happy snack company,The Happy Snack Company Roasted Fav-va Beans Salt & Vinegar,2
the juice brothers,The Juice Brothers Morning Start,2
the juice brothers,The Juice Brothers Orange,2
the natural confectionery co.,The Natural Confectionery Co. Fruity Chews Lollies,2
the natural confectionery co.,The Natural Confectionery Co. Party Mix Lollies,2
the natural confectionery co.,The Natural Confectionery Co. Snakes Lollies,2
the odd bunch,The Odd Bunch Apples Prepacked,2
the odd bunch,The Odd Bunch Avocado Prepacked,2
the odd bunch,The Odd Bunch Pear Prepacked,2
